DATE,TLAACBW027SBOG
1975-03-26,887.4696
1975-04-02,886.3219
1975-04-09,889.2221
1975-04-16,890.9204
1975-04-23,882.5488
1975-04-30,889.3192
1975-05-07,883.991
1975-05-14,885.8908
1975-05-21,886.4269
1975-05-28,891.2573
1975-06-04,895.1692
1975-06-11,901.3328
1975-06-18,897.8236
1975-06-25,898.7146
1975-07-02,891.6822
1975-07-09,895.4646
1975-07-16,894.6841
1975-07-23,889.4959
1975-07-30,888.3894
1975-08-06,893.3122
1975-08-13,893.5513
1975-08-20,892.4242
1975-08-27,897.4631
1975-09-03,902.0494
1975-09-10,899.3777
1975-09-17,894.8477
1975-09-24,895.6113
1975-10-01,906.4436
1975-10-08,901.4152
1975-10-15,910.272
1975-10-22,902.6977
1975-10-29,898.9495
1975-11-05,907.7776
1975-11-12,917.871
1975-11-19,902.3373
1975-11-26,919.0453
1975-12-03,913.6448
1975-12-10,919.5432
1975-12-17,916.1231
1975-12-24,921.9687
1975-12-31,923.977
1976-01-07,920.6953
1976-01-14,918.4399
1976-01-21,915.7902
1976-01-28,914.9813
1976-02-04,921.5947
1976-02-11,918.2252
1976-02-18,926.4292
1976-02-25,913.4307
1976-03-03,926.5548
1976-03-10,928.6952
1976-03-17,926.0963
1976-03-24,929.3946
1976-03-31,927.0589
1976-04-07,930.9519
1976-04-14,931.9127
1976-04-21,931.4947
1976-04-28,924.3367
1976-05-05,934.1908
1976-05-12,932.7286
1976-05-19,930.1696
1976-05-26,930.7056
1976-06-02,937.5786
1976-06-09,937.8428
1976-06-16,942.5707
1976-06-23,940.5984
1976-06-30,948.7168
1976-07-07,949.2885
1976-07-14,944.7965
1976-07-21,942.9744
1976-07-28,938.5127
1976-08-04,949.8135
1976-08-11,948.4973
1976-08-18,948.2154
1976-08-25,950.0999
1976-09-01,952.3437
1976-09-08,959.5327
1976-09-15,959.4986
1976-09-22,955.39
1976-09-29,961.7707
1976-10-06,967.0278
1976-10-13,972.5339
1976-10-20,967.6583
1976-10-27,966.7179
1976-11-03,977.1656
1976-11-10,968.559
1976-11-17,974.0732
1976-11-24,983.0573
1976-12-01,988.2772
1976-12-08,993.9092
1976-12-15,1004.3796
1976-12-22,1005.0541
1976-12-29,997.0004
1977-01-05,1000.003
1977-01-12,1000.6491
1977-01-19,996.7324
1977-01-26,994.4259
1977-02-02,990.6307
1977-02-09,991.5155
1977-02-16,990.6164
1977-02-23,1001.662
1977-03-02,1004.4816
1977-03-09,1005.6762
1977-03-16,1016.2284
1977-03-23,1016.9574
1977-03-30,1017.0415
1977-04-06,1020.9722
1977-04-13,1023.5298
1977-04-20,1021.2904
1977-04-27,1020.0247
1977-05-04,1028.9165
1977-05-11,1024.2973
1977-05-18,1027.1097
1977-05-25,1028.2991
1977-06-01,1043.2091
1977-06-08,1039.2138
1977-06-15,1047.9566
1977-06-22,1039.022
1977-06-29,1037.93
1977-07-06,1048.6091
1977-07-13,1046.6252
1977-07-20,1049.0303
1977-07-27,1049.282
1977-08-03,1052.1196
1977-08-10,1053.1595
1977-08-17,1052.0756
1977-08-24,1055.3381
1977-08-31,1064.0961
1977-09-07,1064.009
1977-09-14,1067.8447
1977-09-21,1066.6658
1977-09-28,1068.8594
1977-10-05,1082.3722
1977-10-12,1081.9113
1977-10-19,1071.8243
1977-10-26,1076.2701
1977-11-02,1075.4609
1977-11-09,1088.7801
1977-11-16,1088.1866
1977-11-23,1087.2593
1977-11-30,1088.6819
1977-12-07,1096.3338
1977-12-14,1097.2559
1977-12-21,1106.2603
1977-12-28,1112.782
1978-01-04,1113.0366
1978-01-11,1107.882
1978-01-18,1106.1029
1978-01-25,1104.1255
1978-02-01,1109.2375
1978-02-08,1110.5452
1978-02-15,1105.5237
1978-02-22,1113.2986
1978-03-01,1119.5179
1978-03-08,1117.9168
1978-03-15,1131.8927
1978-03-22,1130.4475
1978-03-29,1131.1292
1978-04-05,1149.6588
1978-04-12,1142.3227
1978-04-19,1148.5479
1978-04-26,1145.0978
1978-05-03,1150.3649
1978-05-10,1153.5782
1978-05-17,1153.2712
1978-05-24,1157.1442
1978-05-31,1184.4177
1978-06-07,1173.4096
1978-06-14,1170.735
1978-06-21,1174.2303
1978-06-28,1174.1691
1978-07-05,1182.9814
1978-07-12,1178.2332
1978-07-19,1178.4762
1978-07-26,1177.8926
1978-08-02,1183.4712
1978-08-09,1183.7162
1978-08-16,1191.9029
1978-08-23,1189.5742
1978-08-30,1188.591
1978-09-06,1206.1845
1978-09-13,1199.1483
1978-09-20,1206.6256
1978-09-27,1212.195
1978-10-04,1218.6893
1978-10-11,1221.2563
1978-10-18,1207.8514
1978-10-25,1227.8827
1978-11-01,1224.4311
1978-11-08,1237.322
1978-11-15,1236.0152
1978-11-22,1243.7097
1978-11-29,1233.8229
1978-12-06,1244.3796
1978-12-13,1244.5599
1978-12-20,1256.1192
1978-12-27,1271.7895
1979-01-03,1264.8427
1979-01-10,1267.3372
1979-01-17,1268.6529
1979-01-24,1272.3963
1979-01-31,1273.6199
1979-02-07,1274.8344
1979-02-14,1271.4228
1979-02-21,1278.1505
1979-02-28,1286.0726
1979-03-07,1276.5632
1979-03-14,1291.0055
1979-03-21,1291.2761
1979-03-28,1295.0667
1979-04-04,1309.1151
1979-04-11,1316.345
1979-04-18,1318.8951
1979-04-25,1320.3269
1979-05-02,1320.8164
1979-05-09,1320.9593
1979-05-16,1328.4886
1979-05-23,1324.9758
1979-05-30,1335.1569
1979-06-06,1339.0391
1979-06-13,1343.5379
1979-06-20,1352.6869
1979-06-27,1360.0041
1979-07-04,1367.1378
1979-07-11,1371.2842
1979-07-18,1363.8232
1979-07-25,1381.8208
1979-08-01,1384.1695
1979-08-08,1375.5138
1979-08-15,1384.3938
1979-08-22,1384.4902
1979-08-29,1390.512
1979-09-05,1415.2776
1979-09-12,1411.1336
1979-09-19,1427.0556
1979-09-26,1418.2977
1979-10-03,1429.0033
1979-10-10,1445.1652
1979-10-17,1420.2987
1979-10-24,1430.9953
1979-10-31,1427.9117
1979-11-07,1416.2322
1979-11-14,1435.3897
1979-11-21,1431.6476
1979-11-28,1421.9913
1979-12-05,1435.2302
1979-12-12,1435.9097
1979-12-19,1428.6564
1979-12-26,1430.3288
1980-01-02,1437.0763
1980-01-09,1439.9029
1980-01-16,1440.0849
1980-01-23,1449.1466
1980-01-30,1437.5889
1980-02-06,1456.844
1980-02-13,1462.686
1980-02-20,1468.2686
1980-02-27,1457.8622
1980-03-05,1467.9465
1980-03-12,1468.9298
1980-03-19,1470.7436
1980-03-26,1475.5212
1980-04-02,1478.0707
1980-04-09,1481.0349
1980-04-16,1476.0286
1980-04-23,1480.7679
1980-04-30,1486.7256
1980-05-07,1479.1614
1980-05-14,1487.2993
1980-05-21,1486.6108
1980-05-28,1490.0542
1980-06-04,1478.7499
1980-06-11,1489.7532
1980-06-18,1485.8046
1980-06-25,1494.4777
1980-07-02,1489.1084
1980-07-09,1498.5414
1980-07-16,1504.6653
1980-07-23,1510.0735
1980-07-30,1502.4337
1980-08-06,1510.7024
1980-08-13,1513.4279
1980-08-20,1526.89
1980-08-27,1522.6133
1980-09-03,1533.7954
1980-09-10,1525.33
1980-09-17,1533.6022
1980-09-24,1534.2689
1980-10-01,1545.184
1980-10-08,1542.2161
1980-10-15,1554.3602
1980-10-22,1556.1194
1980-10-29,1554.1817
1980-11-05,1574.1893
1980-11-12,1583.9194
1980-11-19,1569.6419
1980-11-26,1587.2264
1980-12-03,1573.3805
1980-12-10,1589.008
1980-12-17,1584.5746
1980-12-24,1595.5714
1980-12-31,1590.3014
1981-01-07,1593.2125
1981-01-14,1599.6188
1981-01-21,1598.1372
1981-01-28,1602.7314
1981-02-04,1608.2786
1981-02-11,1610.1587
1981-02-18,1616.401
1981-02-25,1618.6368
1981-03-04,1623.5387
1981-03-11,1623.3025
1981-03-18,1629.7038
1981-03-25,1635.4098
1981-04-01,1644.3314
1981-04-08,1637.1245
1981-04-15,1657.5726
1981-04-22,1655.1279
1981-04-29,1656.6242
1981-05-06,1657.063
1981-05-13,1658.883
1981-05-20,1662.3107
1981-05-27,1671.2806
1981-06-03,1662.3203
1981-06-10,1685.1843
1981-06-17,1682.3605
1981-06-24,1692.1576
1981-07-01,1681.4174
1981-07-08,1675.2339
1981-07-15,1692.7616
1981-07-22,1691.0274
1981-07-29,1672.5743
1981-08-05,1703.7277
1981-08-12,1698.9813
1981-08-19,1700.2501
1981-08-26,1708.9774
1981-09-02,1695.2731
1981-09-09,1704.4307
1981-09-16,1720.1455
1981-09-23,1716.033
1981-09-30,1741.314
1981-10-07,1666.5066
1981-10-14,1678.5433
1981-10-21,1679.1568
1981-10-28,1679.1947
1981-11-04,1687.5878
1981-11-11,1694.3987
1981-11-18,1700.4033
1981-11-25,1713.3162
1981-12-02,1713.4095
1981-12-09,1699.4609
1981-12-16,1693.9184
1981-12-23,1703.6999
1981-12-30,1685.7961
1982-01-06,1695.3889
1982-01-13,1701.6439
1982-01-20,1706.0048
1982-01-27,1711.5404
1982-02-03,1719.4162
1982-02-10,1714.3624
1982-02-17,1725.0777
1982-02-24,1712.4788
1982-03-03,1726.8601
1982-03-10,1725.109
1982-03-17,1725.6257
1982-03-24,1729.8545
1982-03-31,1738.8189
1982-04-07,1742.2733
1982-04-14,1739.079
1982-04-21,1737.4074
1982-04-28,1730.3522
1982-05-05,1746.856
1982-05-12,1754.0795
1982-05-19,1745.9707
1982-05-26,1755.6862
1982-06-02,1765.7116
1982-06-09,1762.9822
1982-06-16,1756.4275
1982-06-23,1761.6666
1982-06-30,1768.9363
1982-07-07,1770.2399
1982-07-14,1769.2384
1982-07-21,1772.9619
1982-07-28,1788.2796
1982-08-04,1790.7915
1982-08-11,1793.1624
1982-08-18,1792.2497
1982-08-25,1803.4771
1982-09-01,1810.108
1982-09-08,1804.9653
1982-09-15,1820.1505
1982-09-22,1806.3159
1982-09-29,1796.4633
1982-10-06,1811.5876
1982-10-13,1824.602
1982-10-20,1824.1637
1982-10-27,1834.1413
1982-11-03,1838.2188
1982-11-10,1821.1217
1982-11-17,1818.0081
1982-11-24,1829.4726
1982-12-01,1831.0032
1982-12-08,1838.8424
1982-12-15,1844.3079
1982-12-22,1846.1007
1982-12-29,1833.4254
1983-01-05,1848.234
1983-01-12,1861.9405
1983-01-19,1852.0884
1983-01-26,1868.4559
1983-02-02,1867.512
1983-02-09,1860.7497
1983-02-16,1848.5544
1983-02-23,1865.0775
1983-03-02,1882.3094
1983-03-09,1862.9167
1983-03-16,1876.687
1983-03-23,1867.1367
1983-03-30,1868.8176
1983-04-06,1884.2024
1983-04-13,1875.2659
1983-04-20,1875.5347
1983-04-27,1879.337
1983-05-04,1886.4309
1983-05-11,1889.4417
1983-05-18,1886.8338
1983-05-25,1887.1162
1983-06-01,1909.657
1983-06-08,1895.2147
1983-06-15,1906.9873
1983-06-22,1904.0069
1983-06-29,1902.668
1983-07-06,1930.2819
1983-07-13,1920.1196
1983-07-20,1927.0053
1983-07-27,1936.4405
1983-08-03,1932.134
1983-08-10,1932.307
1983-08-17,1927.3175
1983-08-24,1939.1671
1983-08-31,1942.9154
1983-09-07,1941.4087
1983-09-14,1935.8111
1983-09-21,1946.7734
1983-09-28,1937.3063
1983-10-05,1966.041
1983-10-12,1975.0591
1983-10-19,1958.7847
1983-10-26,1974.6441
1983-11-02,1966.5443
1983-11-09,1969.2
1983-11-16,1977.0746
1983-11-23,1985.6664
1983-11-30,1975.7388
1983-12-07,1983.4541
1983-12-14,1983.4466
1983-12-21,1981.4345
1983-12-28,1978.9095
1984-01-04,2013.1601
1984-01-11,2009.9796
1984-01-18,1997.9104
1984-01-25,2011.8073
1984-02-01,2019.6525
1984-02-08,2012.0348
1984-02-15,2023.4836
1984-02-22,2020.3977
1984-02-29,2029.493
1984-03-07,2017.7035
1984-03-14,2044.2532
1984-03-21,2035.5768
1984-03-28,2039.1161
1984-04-04,2053.2995
1984-04-11,2060.1067
1984-04-18,2059.6204
1984-04-25,2078.7444
1984-05-02,2074.5907
1984-05-09,2092.0276
1984-05-16,2090.6717
1984-05-23,2099.5718
1984-05-30,2085.3176
1984-06-06,2102.3064
1984-06-13,2092.5173
1984-06-20,2118.9467
1984-06-27,2107.1089
1984-07-04,2122.0524
1984-07-11,2113.4169
1984-07-18,2115.4118
1984-07-25,2123.3719
1984-08-01,2124.7454
1984-08-08,2118.4608
1984-08-15,2130.2862
1984-08-22,2125.195
1984-08-29,2119.0012
1984-09-05,2131.088
1984-09-12,2143.063
1984-09-19,2140.0112
1984-09-26,2142.4318
1984-10-03,2133.3855
1984-10-10,2154.4055
1984-10-17,2124.4421
1984-10-24,2153.5157
1984-10-31,2160.8838
1984-11-07,2166.8987
1984-11-14,2170.4445
1984-11-21,2175.9193
1984-11-28,2151.0933
1984-12-05,2175.0882
1984-12-12,2174.9946
1984-12-19,2178.7633
1984-12-26,2189.4519
1985-01-02,2187.5999
1985-01-09,2180.2556
1985-01-16,2191.4893
1985-01-23,2189.9432
1985-01-30,2190.3852
1985-02-06,2196.6613
1985-02-13,2206.8493
1985-02-20,2221.2785
1985-02-27,2226.9917
1985-03-06,2219.2819
1985-03-13,2225.6277
1985-03-20,2223.5835
1985-03-27,2224.2212
1985-04-03,2219.7354
1985-04-10,2228.2259
1985-04-17,2217.4306
1985-04-24,2224.7115
1985-05-01,2244.5891
1985-05-08,2242.2275
1985-05-15,2263.8244
1985-05-22,2253.5383
1985-05-29,2240.4653
1985-06-05,2266.5467
1985-06-12,2272.4078
1985-06-19,2278.7742
1985-06-26,2273.4285
1985-07-03,2279.2568
1985-07-10,2276.8238
1985-07-17,2275.3616
1985-07-24,2282.6299
1985-07-31,2290.4524
1985-08-07,2281.794
1985-08-14,2290.0271
1985-08-21,2289.0454
1985-08-28,2289.9563
1985-09-04,2310.4445
1985-09-11,2302.6142
1985-09-18,2303.0665
1985-09-25,2306.0634
1985-10-02,2317.1831
1985-10-09,2308.8583
1985-10-16,2312.2718
1985-10-23,2310.8239
1985-10-30,2307.4408
1985-11-06,2331.4884
1985-11-13,2335.532
1985-11-20,2346.3696
1985-11-27,2360.5769
1985-12-04,2367.442
1985-12-11,2366.9846
1985-12-18,2379.4925
1985-12-25,2383.9541
1986-01-01,2395.1074
1986-01-08,2390.0957
1986-01-15,2400.5037
1986-01-22,2393.1156
1986-01-29,2381.3363
1986-02-05,2398.5811
1986-02-12,2393.9824
1986-02-19,2406.9303
1986-02-26,2401.9922
1986-03-05,2419.7589
1986-03-12,2426.7421
1986-03-19,2420.8518
1986-03-26,2436.8643
1986-04-02,2428.5998
1986-04-09,2436.2058
1986-04-16,2435.3776
1986-04-23,2453.493
1986-04-30,2449.1527
1986-05-07,2442.5026
1986-05-14,2440.1005
1986-05-21,2449.7012
1986-05-28,2452.2022
1986-06-04,2447.1688
1986-06-11,2453.0074
1986-06-18,2447.9787
1986-06-25,2459.2464
1986-07-02,2464.2851
1986-07-09,2471.4177
1986-07-16,2486.5935
1986-07-23,2484.89
1986-07-30,2485.4221
1986-08-06,2493.4512
1986-08-13,2492.6831
1986-08-20,2501.5339
1986-08-27,2519.6926
1986-09-03,2532.103
1986-09-10,2514.3967
1986-09-17,2527.8234
1986-09-24,2518.9784
1986-10-01,2546.1267
1986-10-08,2524.9328
1986-10-15,2541.689
1986-10-22,2532.0556
1986-10-29,2518.5994
1986-11-05,2537.426
1986-11-12,2560.7938
1986-11-19,2546.9433
1986-11-26,2566.6746
1986-12-03,2560.14
1986-12-10,2574.657
1986-12-17,2574.6976
1986-12-24,2614.4189
1986-12-31,2633.8899
1987-01-07,2622.3534
1987-01-14,2610.2255
1987-01-21,2620.2827
1987-01-28,2637.6112
1987-02-04,2620.6476
1987-02-11,2624.1242
1987-02-18,2623.5959
1987-02-25,2626.5346
1987-03-04,2626.7511
1987-03-11,2637.6468
1987-03-18,2630.9424
1987-03-25,2646.627
1987-04-01,2664.0009
1987-04-08,2656.2037
1987-04-15,2679.2288
1987-04-22,2678.7576
1987-04-29,2658.5916
1987-05-06,2666.8938
1987-05-13,2668.6491
1987-05-20,2680.1719
1987-05-27,2700.0541
1987-06-03,2666.1737
1987-06-10,2683.3697
1987-06-17,2666.5967
1987-06-24,2692.474
1987-07-01,2679.0937
1987-07-08,2658.4621
1987-07-15,2686.2977
1987-07-22,2675.6883
1987-07-29,2671.9033
1987-08-05,2682.4706
1987-08-12,2694.1221
1987-08-19,2685.6891
1987-08-26,2713.4137
1987-09-02,2671.9728
1987-09-09,2712.0135
1987-09-16,2714.423
1987-09-23,2724.3453
1987-09-30,2726.7028
1987-10-07,2714.0792
1987-10-14,2725.6262
1987-10-21,2748.7566
1987-10-28,2766.6883
1987-11-04,2742.5015
1987-11-11,2737.5773
1987-11-18,2726.8859
1987-11-25,2732.1319
1987-12-02,2729.3206
1987-12-09,2731.4598
1987-12-16,2735.7224
1987-12-23,2739.9021
1987-12-30,2727.2038
1988-01-06,2744.2481
1988-01-13,2745.9767
1988-01-20,2755.5202
1988-01-27,2764.9231
1988-02-03,2766.9597
1988-02-10,2770.6977
1988-02-17,2775.6665
1988-02-24,2754.7693
1988-03-02,2767.3986
1988-03-09,2765.4481
1988-03-16,2784.0416
1988-03-23,2791.1894
1988-03-30,2773.6893
1988-04-06,2805.4886
1988-04-13,2788.291
1988-04-20,2813.1842
1988-04-27,2806.915
1988-05-04,2831.5868
1988-05-11,2835.027
1988-05-18,2829.0868
1988-05-25,2818.3489
1988-06-01,2861.6824
1988-06-08,2846.662
1988-06-15,2885.3854
1988-06-22,2856.9162
1988-06-29,2850.6476
1988-07-06,2875.7931
1988-07-13,2871.4371
1988-07-20,2877.7959
1988-07-27,2884.0625
1988-08-03,2869.4043
1988-08-10,2886.3046
1988-08-17,2874.6978
1988-08-24,2885.8169
1988-08-31,2870.0444
1988-09-07,2884.0513
1988-09-14,2874.8994
1988-09-21,2898.6442
1988-09-28,2874.8562
1988-10-05,2899.5311
1988-10-12,2898.164
1988-10-19,2900.8285
1988-10-26,2902.1198
1988-11-02,2915.9991
1988-11-09,2900.4303
1988-11-16,2920.2867
1988-11-23,2919.6453
1988-11-30,2927.3038
1988-12-07,2926.9206
1988-12-14,2928.2304
1988-12-21,2926.6254
1988-12-28,2930.1937
1989-01-04,2937.5504
1989-01-11,2944.7673
1989-01-18,2935.3717
1989-01-25,2942.0774
1989-02-01,2958.1848
1989-02-08,2960.3465
1989-02-15,2964.3702
1989-02-22,2974.4945
1989-03-01,2999.3978
1989-03-08,2965.3485
1989-03-15,2991.115
1989-03-22,2984.9527
1989-03-29,2975.2173
1989-04-05,2981.0224
1989-04-12,2979.4501
1989-04-19,2986.1739
1989-04-26,2991.844
1989-05-03,3006.2053
1989-05-10,2997.1295
1989-05-17,3017.8816
1989-05-24,3014.1301
1989-05-31,3023.6561
1989-06-07,3012.0497
1989-06-14,3016.9821
1989-06-21,3023.9917
1989-06-28,3017.5141
1989-07-05,3034.9633
1989-07-12,3053.8981
1989-07-19,3029.5035
1989-07-26,3070.9738
1989-08-02,3056.9596
1989-08-09,3072.3594
1989-08-16,3063.9833
1989-08-23,3080.032
1989-08-30,3055.4957
1989-09-06,3083.7532
1989-09-13,3070.9663
1989-09-20,3093.9451
1989-09-27,3076.0523
1989-10-04,3093.9705
1989-10-11,3091.3823
1989-10-18,3096.2277
1989-10-25,3102.4217
1989-11-01,3148.6084
1989-11-08,3100.7566
1989-11-15,3122.7635
1989-11-22,3118.3629
1989-11-29,3116.4743
1989-12-06,3125.4594
1989-12-13,3136.2128
1989-12-20,3132.4036
1989-12-27,3141.0263
1990-01-03,3131.6397
1990-01-10,3153.4154
1990-01-17,3152.396
1990-01-24,3149.5353
1990-01-31,3158.455
1990-02-07,3158.9274
1990-02-14,3150.4025
1990-02-21,3176.5779
1990-02-28,3174.0425
1990-03-07,3176.9311
1990-03-14,3185.3764
1990-03-21,3187.8032
1990-03-28,3184.9424
1990-04-04,3190.8836
1990-04-11,3190.948
1990-04-18,3198.8519
1990-04-25,3198.7894
1990-05-02,3205.9255
1990-05-09,3199.2617
1990-05-16,3211.0263
1990-05-23,3209.3607
1990-05-30,3203.1357
1990-06-06,3217.3379
1990-06-13,3234.2846
1990-06-20,3236.5109
1990-06-27,3247.9828
1990-07-04,3235.0137
1990-07-11,3245.3449
1990-07-18,3244.0738
1990-07-25,3267.9224
1990-08-01,3271.8832
1990-08-08,3272.0562
1990-08-15,3300.4426
1990-08-22,3291.1881
1990-08-29,3262.7725
1990-09-05,3299.7749
1990-09-12,3266.114
1990-09-19,3283.2624
1990-09-26,3269.2183
1990-10-03,3281.0446
1990-10-10,3285.8368
1990-10-17,3254.0296
1990-10-24,3273.5733
1990-10-31,3285.9043
1990-11-07,3264.736
1990-11-14,3300.5151
1990-11-21,3283.6835
1990-11-28,3271.0186
1990-12-05,3280.1834
1990-12-12,3295.9731
1990-12-19,3276.1416
1990-12-26,3287.7614
1991-01-02,3286.1412
1991-01-09,3275.2472
1991-01-16,3253.1227
1991-01-23,3299.3475
1991-01-30,3263.8349
1991-02-06,3297.3062
1991-02-13,3280.4972
1991-02-20,3304.1786
1991-02-27,3287.0023
1991-03-06,3301.2013
1991-03-13,3300.6902
1991-03-20,3311.26
1991-03-27,3299.3244
1991-04-03,3302.5528
1991-04-10,3300.0232
1991-04-17,3298.697
1991-04-24,3283.5754
1991-05-01,3331.3252
1991-05-08,3280.4962
1991-05-15,3321.7143
1991-05-22,3285.1365
1991-05-29,3299.064
1991-06-05,3296.8911
1991-06-12,3310.7485
1991-06-19,3290.9666
1991-06-26,3332.0138
1991-07-03,3281.4967
1991-07-10,3305.3785
1991-07-17,3279.5554
1991-07-24,3303.5768
1991-07-31,3314.4365
1991-08-07,3310.6152
1991-08-14,3295.942
1991-08-21,3318.1748
1991-08-28,3299.8838
1991-09-04,3325.1751
1991-09-11,3293.7382
1991-09-18,3326.9717
1991-09-25,3326.9922
1991-10-02,3338.3084
1991-10-09,3309.7673
1991-10-16,3363.863
1991-10-23,3335.8811
1991-10-30,3339.3738
1991-11-06,3341.6292
1991-11-13,3377.88
1991-11-20,3352.0814
1991-11-27,3375.5332
1991-12-04,3359.9481
1991-12-11,3382.5206
1991-12-18,3354.3722
1991-12-25,3398.8875
1992-01-01,3356.9015
1992-01-08,3379.0584
1992-01-15,3396.24
1992-01-22,3406.8905
1992-01-29,3384.0372
1992-02-05,3405.7128
1992-02-12,3392.6111
1992-02-19,3409.9572
1992-02-26,3382.4493
1992-03-04,3408.0517
1992-03-11,3398.1284
1992-03-18,3392.8963
1992-03-25,3403.4831
1992-04-01,3426.5011
1992-04-08,3393.1184
1992-04-15,3448.8233
1992-04-22,3402.1881
1992-04-29,3387.5617
1992-05-06,3397.5132
1992-05-13,3401.7255
1992-05-20,3400.2356
1992-05-27,3413.8126
1992-06-03,3386.2009
1992-06-10,3417.7004
1992-06-17,3391.8254
1992-06-24,3416.6788
1992-07-01,3437.4676
1992-07-08,3398.5671
1992-07-15,3421.4023
1992-07-22,3417.9904
1992-07-29,3383.149
1992-08-05,3427.4392
1992-08-12,3412.2886
1992-08-19,3414.2582
1992-08-26,3422.7777
1992-09-02,3430.2004
1992-09-09,3427.0275
1992-09-16,3452.9203
1992-09-23,3417.7953
1992-09-30,3453.5342
1992-10-07,3425.8953
1992-10-14,3459.1757
1992-10-21,3435.4267
1992-10-28,3438.5055
1992-11-04,3447.1192
1992-11-11,3468.8709
1992-11-18,3438.2151
1992-11-25,3474.4944
1992-12-02,3456.5083
1992-12-09,3469.2911
1992-12-16,3458.007
1992-12-23,3478.3582
1992-12-30,3444.9298
1993-01-06,3466.4835
1993-01-13,3446.3413
1993-01-20,3449.1797
1993-01-27,3436.9482
1993-02-03,3463.8353
1993-02-10,3453.1059
1993-02-17,3465.9241
1993-02-24,3433.8728
1993-03-03,3476.7597
1993-03-10,3462.2266
1993-03-17,3473.4139
1993-03-24,3475.7913
1993-03-31,3497.0996
1993-04-07,3486.4309
1993-04-14,3490.2366
1993-04-21,3471.8048
1993-04-28,3491.2665
1993-05-05,3497.2796
1993-05-12,3525.0702
1993-05-19,3503.572
1993-05-26,3527.2521
1993-06-02,3535.4931
1993-06-09,3553.7821
1993-06-16,3544.1259
1993-06-23,3556.5198
1993-06-30,3544.512
1993-07-07,3590.8785
1993-07-14,3566.3889
1993-07-21,3579.3951
1993-07-28,3561.116
1993-08-04,3585.8511
1993-08-11,3581.0641
1993-08-18,3578.4688
1993-08-25,3578.5926
1993-09-01,3606.6643
1993-09-08,3575.0062
1993-09-15,3632.7869
1993-09-22,3581.2591
1993-09-29,3595.8077
1993-10-06,3576.6861
1993-10-13,3591.96
1993-10-20,3581.6038
1993-10-27,3594.6836
1993-11-03,3581.5576
1993-11-10,3596.1557
1993-11-17,3577.4386
1993-11-24,3611.3953
1993-12-01,3622.8437
1993-12-08,3617.3784
1993-12-15,3631.7039
1993-12-22,3611.5862
1993-12-29,3599.7601
1994-01-05,3646.3327
1994-01-12,3655.4148
1994-01-19,3666.3983
1994-01-26,3649.922
1994-02-02,3668.5792
1994-02-09,3672.3957
1994-02-16,3661.6946
1994-02-23,3666.4335
1994-03-02,3683.0787
1994-03-09,3666.3432
1994-03-16,3690.0688
1994-03-23,3702.8439
1994-03-30,3710.919
1994-04-06,3710.2674
1994-04-13,3699.5445
1994-04-20,3689.1563
1994-04-27,3704.1868
1994-05-04,3697.3626
1994-05-11,3726.6796
1994-05-18,3707.8015
1994-05-25,3725.1031
1994-06-01,3737.6427
1994-06-08,3712.044
1994-06-15,3731.4341
1994-06-22,3727.1122
1994-06-29,3727.8908
1994-07-06,3762.6576
1994-07-13,3762.1861
1994-07-20,3768.4808
1994-07-27,3780.1034
1994-08-03,3764.1535
1994-08-10,3770.0935
1994-08-17,3769.8105
1994-08-24,3790.0709
1994-08-31,3799.2722
1994-09-07,3775.998
1994-09-14,3784.1912
1994-09-21,3797.2491
1994-09-28,3790.1161
1994-10-05,3794.4895
1994-10-12,3810.8006
1994-10-19,3798.5315
1994-10-26,3814.7451
1994-11-02,3813.3292
1994-11-09,3794.2257
1994-11-16,3808.6541
1994-11-23,3836.3763
1994-11-30,3826.6396
1994-12-07,3824.1299
1994-12-14,3825.6631
1994-12-21,3846.7521
1994-12-28,3852.4815
1995-01-04,3872.3057
1995-01-11,3864.3651
1995-01-18,3873.8862
1995-01-25,3875.7854
1995-02-01,3912.3157
1995-02-08,3863.8832
1995-02-15,3890.6895
1995-02-22,3889.7886
1995-03-01,3935.6366
1995-03-08,3904.5988
1995-03-15,3954.5174
1995-03-22,3922.7987
1995-03-29,3929.1632
1995-04-05,3968.179
1995-04-12,3979.3718
1995-04-19,3987.9748
1995-04-26,4009.5803
1995-05-03,3993.2531
1995-05-10,4017.0649
1995-05-17,4000.4632
1995-05-24,4027.1191
1995-05-31,4038.1547
1995-06-07,4033.0676
1995-06-14,4030.8729
1995-06-21,4043.0073
1995-06-28,4023.9009
1995-07-05,4069.3614
1995-07-12,4061.3931
1995-07-19,4071.4647
1995-07-26,4088.2425
1995-08-02,4092.5274
1995-08-09,4089.9485
1995-08-16,4090.6471
1995-08-23,4097.9893
1995-08-30,4078.8951
1995-09-06,4112.9191
1995-09-13,4116.6093
1995-09-20,4127.1007
1995-09-27,4133.6239
1995-10-04,4113.9259
1995-10-11,4136.3467
1995-10-18,4104.9457
1995-10-25,4148.7479
1995-11-01,4168.4794
1995-11-08,4141.2982
1995-11-15,4148.7552
1995-11-22,4147.1653
1995-11-29,4105.685
1995-12-06,4151.5331
1995-12-13,4144.8947
1995-12-20,4176.0649
1995-12-27,4174.4664
1996-01-03,4221.7914
1996-01-10,4207.1455
1996-01-17,4216.6417
1996-01-24,4177.6084
1996-01-31,4197.603
1996-02-07,4176.0187
