DATE,TLAACBW027SBOG
1973-01-03,706.8656
1973-01-10,700.9787
1973-01-17,699.5624
1973-01-24,700.8852
1973-01-31,705.9002
1973-02-07,703.4736
1973-02-14,709.2743
1973-02-21,711.7601
1973-02-28,718.5449
1973-03-07,717.5137
1973-03-14,719.1385
1973-03-21,718.9917
1973-03-28,723.1221
1973-04-04,721.9902
1973-04-11,724.4292
1973-04-18,727.7499
1973-04-25,733.6156
1973-05-02,733.0308
1973-05-09,732.746
1973-05-16,738.9639
1973-05-23,739.1176
1973-05-30,738.629
1973-06-06,744.5508
1973-06-13,744.9239
1973-06-20,749.6283
1973-06-27,749.2886
1973-07-04,756.5501
1973-07-11,753.8168
1973-07-18,754.8564
1973-07-25,760.6747
1973-08-01,764.6927
1973-08-08,762.2101
1973-08-15,769.6575
1973-08-22,764.27
1973-08-29,761.9845
1973-09-05,767.7636
1973-09-12,773.8323
1973-09-19,768.4948
1973-09-26,773.0562
1973-10-03,772.5736
1973-10-10,777.569
1973-10-17,771.5379
1973-10-24,789.35
1973-10-31,785.7965
1973-11-07,789.8027
1973-11-14,788.9616
1973-11-21,784.3181
1973-11-28,784.0833
1973-12-05,793.7946
1973-12-12,797.6026
1973-12-19,799.3767
1973-12-26,792.5541
1974-01-02,808.978
1974-01-09,804.8405
1974-01-16,806.9773
1974-01-23,806.9965
1974-01-30,805.8777
1974-02-06,809.4746
1974-02-13,814.7525
1974-02-20,816.464
1974-02-27,809.6878
1974-03-06,819.3573
1974-03-13,820.3928
1974-03-20,823.493
1974-03-27,830.3764
1974-04-03,832.381
1974-04-10,836.6152
1974-04-17,838.0239
1974-04-24,835.1439
1974-05-01,841.6085
1974-05-08,838.0709
1974-05-15,846.0942
1974-05-22,842.2152
1974-05-29,848.3478
1974-06-05,849.9033
1974-06-12,856.4264
1974-06-19,850.6599
1974-06-26,862.872
1974-07-03,857.3557
1974-07-10,859.0114
1974-07-17,858.7807
1974-07-24,862.1083
1974-07-31,866.9695
1974-08-07,866.0688
1974-08-14,866.1977
1974-08-21,863.01
1974-08-28,867.5048
1974-09-04,875.4494
1974-09-11,871.3023
1974-09-18,865.905
1974-09-25,870.7905
1974-10-02,868.2085
1974-10-09,865.8794
1974-10-16,879.5676
1974-10-23,874.598
1974-10-30,870.1742
1974-11-06,877.4554
1974-11-13,879.1791
1974-11-20,876.6837
1974-11-27,884.325
1974-12-04,883.417
1974-12-11,889.5363
1974-12-18,885.1881
1974-12-25,888.7229
1975-01-01,887.2367
1975-01-08,881.2233
1975-01-15,880.8201
1975-01-22,881.3431
1975-01-29,869.783
1975-02-05,880.1117
1975-02-12,873.7616
1975-02-19,877.8417
1975-02-26,870.6366
1975-03-05,886.9395
1975-03-12,884.9263
1975-03-19,878.4812
